Date,Close,High,Low,Open,Volume
2023-01-03,88.5095443725586,90.4263244711382,87.91364821898763,88.97631857972549,28131200
2023-01-04,87.4766616821289,90.02905710848832,86.67220495736261,89.73110905085134,34854800
2023-01-05,85.60954284667969,86.97016132679408,85.3116023377022,86.8708478238016,27194400
2023-01-06,86.7417221069336,87.08933068765106,84.27871421542477,86.19549412333996,41381500
2023-01-09,87.41706848144531,89.4331695495465,87.25816840553064,87.75474345560666,29003900
2023-01-10,87.8143310546875,88.06261858260312,85.24207590250592,85.3910499346821,30467800
2023-01-11,90.89310455322266,90.9725583891189,88.40030296334042,88.56913668176881,26862000
2023-01-12,90.5057601928711,91.2406966761837,89.13521586883971,90.85336876771541,30258100
2023-01-13,91.48899841308594,91.55851862343924,89.5126240755062,90.22769342607428,26329200
2023-01-17,90.6646728515625,91.6180960310852,89.4331688584874,91.42939508883157,32602400
2023-01-18,90.49584197998047,92.1643344905254,90.0191265867673,91.50885177199906,29116700
2023-01-19,92.4126205444336,92.96878218001514,90.00919152538334,90.09857897517838,37000400
2023-01-20,97.34857940673828,97.62666782792186,94.36912880255512,94.44858263717902,63191100
2023-01-23,99.10646057128906,99.35474812430549,96.8321456764025,97.27906024097814,40005100
2023-01-24,97.03076934814453,98.9276898249223,96.5341942592039,97.42803093472394,33078500
2023-01-25,94.56776428222656,95.5013279050371,93.11776588375292,94.91536534057045,42330000
2023-01-26,96.85200500488281,96.90166554616475,94.72666416473407,95.83899512609038,30114000
2023-01-27,98.68933868408203,99.63282834879519,96.6434441075587,96.6434441075587,33879800
2023-01-30,96.2759780883789,97.61672927716072,95.73967609743931,96.8122800793185,27226200
2023-01-31,98.1629638671875,98.20269078514632,96.15680376164374,96.20646430337597,29870700
2023-02-01,99.74207305908203,100.49686931883123,96.91159655644073,98.03385353408179,35531100
2023-02-02,107.00199890136719,107.11124602798093,104.8865917332853,105.07529269327897,69883800
2023-02-03,104.06227111816406,107.07151484914603,101.87734382713276,102.22494486291488,65309300
2023-02-06,102.19514465332031,103.64514285952902,101.18212732945823,101.69856961377758,31999600
2023-02-07,106.90267944335938,107.43898142309807,102.413644187333,102.51295768495851,49010200
2023-02-08,98.68933868408203,102.43351162623514,97.36844709177582,101.35098153887236,94743500
2023-02-09,94.35919189453125,99.34480199770559,92.988639925003,99.31500870743477,119455000
2023-02-10,93.92220306396484,96.08727054839915,93.60439534043017,94.79617240940175,54980700
2023-02-13,93.9619369506836,94.54789190623137,93.19720708667369,94.0910437433125,50076100
2023-02-14,94.03146362304688,94.20029734281495,91.62804189662572,93.78317606675209,54726100
