Date,Close,High,Low,Open,Volume
2023-01-02,1427.211669921875,1429.552896414529,1408.5287282375762,1417.846763951259,3801140
2023-01-03,1425.8538818359375,1435.3124145171728,1418.876957917731,1423.32528849572,4551130
2023-01-04,1399.8660888671875,1424.4020950067627,1396.4010053183051,1424.4020950067627,7059590
2023-01-05,1381.5108642578125,1410.2611937869729,1375.938791008204,1410.2611937869729,9868404
2023-01-06,1356.5067138671875,1381.3237162265114,1354.6337325570498,1376.6412629511672,6443714
2023-01-09,1390.17333984375,1394.7621663647355,1356.2255576840662,1356.2255576840662,11498717
2023-01-10,1376.4072265625,1389.658593025879,1361.704368083407,1387.8792378061746,7158624
2023-01-11,1377.811767578125,1399.1169283002337,1371.022210864486,1376.6411543516356,6173092
2023-01-12,1386.5677490234375,1390.6883299014971,1362.5936161661132,1387.831988277993,6591385
2023-01-13,1408.154052734375,1422.903779047324,1374.768141422796,1389.2837450958568,11610426
2023-01-16,1428.6165771484375,1430.95780392187,1406.8900384180706,1414.1009711531567,6073063
2023-01-17,1441.7271728515625,1444.2556515588471,1427.2115696172662,1430.021041211001,5922644
2023-01-18,1447.252685546875,1453.2930045630997,1441.8209940041047,1446.6439437557135,5843098
2023-01-19,1441.1654052734375,1451.13905301362,1429.2251501394285,1442.1018958721831,6165284
2023-01-20,1428.663330078125,1446.8780271524117,1427.2117238707285,1440.322592725184,6496429
2023-01-23,1449.6873779296875,1454.6508235941217,1431.0511930372077,1437.5130007248517,4855020
2023-01-24,1453.3397216796875,1469.1664349936377,1451.3262441138772,1460.9252723456354,5200802
2023-01-25,1445.0050048828125,1457.1793827593365,1441.024919807795,1448.7509673063582,4158617
2023-01-27,1422.669677734375,1452.450009383952,1411.6659134946801,1447.814426771755,6209955
2023-01-30,1441.07177734375,1445.9414827242906,1423.465708381426,1431.7068713675565,6964719
2023-01-31,1436.3424072265625,1450.5302621810438,1416.9102279600907,1450.5302621810438,9448126
2023-02-01,1452.590576171875,1456.2897827073034,1431.0045359959654,1444.2557867997823,6194199
2023-02-02,1483.1668701171875,1486.1635940724316,1453.4332959254143,1453.4332959254143,6916834
2023-02-03,1497.8231201171875,1502.7396958709587,1473.099744891826,1496.0437650760916,7040194
2023-02-06,1470.1497802734375,1496.51201414969,1462.4237326409375,1496.51201414969,4570612
2023-02-07,1463.1728515625,1475.9559703756936,1456.336424851358,1469.3536663009922,4336238
2023-02-08,1489.4881591796875,1501.194290578459,1466.0758963821445,1466.0758963821445,7983338
2023-02-09,1514.3052978515625,1516.8806469975686,1485.3209595535925,1494.8262476746913,6904911
2023-02-10,1506.3919677734375,1513.6497697664495,1495.0603403043833,1510.5124348701506,4786762
2023-02-13,1467.9022216796875,1495.575566077777,1466.5443559660605,1495.575566077777,4001199
2023-02-14,1492.0635986328125,1494.6389476968263,1477.9226139084933,1484.0565585430722,5043736
2023-02-15,1495.6224365234375,1497.4485475616743,1475.9092626373974,1483.4011878284502,3465747
2023-02-16,1500.070556640625,1511.9170702327062,1496.3713505059302,1498.384827982069,4290289
2023-02-17,1483.2137451171875,1493.7023933117987,1475.4408280017171,1492.7659027830766,2857734
2023-02-20,1491.3143310546875,1501.1943520871423,1481.9962958065519,1484.2906519276423,2417716
2023-02-21,1479.1868896484375,1499.9301791189498,1475.9091725773583,1497.1674632827064,2723288
2023-02-22,1462.6109619140625,1474.9725912373558,1456.5237734422892,1463.7347048279285,3656244
2023-02-23,1452.2158203125,1470.1496368399694,1449.8278380496934,1470.1496368399694,4766854
2023-02-24,1452.1690673828125,1469.3536457941773,1446.8778730095628,1460.925230999947,2790986
2023-02-27,1413.4451904296875,1442.1954037249197,1406.6087638927463,1442.1954037249197,4920268
2023-02-28,1393.07666015625,1427.2116973480245,1387.2235938121391,1419.345153317999,9679811
2023-03-01,1401.0367431640625,1405.5318292458812,1387.4107598361636,1397.6185297683587,5125043
2023-03-02,1378.6546630859375,1394.0598877672114,1374.1127065281696,1390.6885444623579,4644499
2023-03-03,1385.3504638671875,1395.1836142697232,1379.45052789859,1392.3272724733395,4615015
2023-03-06,1411.712646484375,1423.8402678058542,1398.3209000903332,1399.6320097355872,6561742
2023-03-08,1397.8994140625,1400.989878639518,1387.0361464232192,1395.8860508113924,4137080
2023-03-09,1386.380615234375,1403.1905746633752,1380.9489243872285,1400.0533542248045,5104656
2023-03-10,1378.0927734375,1380.6681225599923,1365.0755313729987,1367.2762613959524,3699580
2023-03-13,1343.9576416015625,1384.414104244787,1337.308581183309,1371.209495287346,8798403
2023-03-14,1329.816650390625,1356.3661360049541,1321.3882350008253,1349.4829529668243,7402784
2023-03-15,1329.4888916015625,1351.2154276056997,1326.866672217267,1346.673471098705,7556182
2023-03-16,1314.926513671875,1327.7565043125921,1309.8694412411437,1327.7565043125921,7323117
2023-03-17,1330.4720458984375,1351.2622041871493,1321.7627525884982,1339.1814535260683,9090018
2023-03-20,1314.5050048828125,1329.5356098656707,1296.898936527613,1329.5356098656707,8221829
2023-03-21,1302.37744140625,1315.7693028132087,1301.7219437084414,1310.1503591713017,8536755
2023-03-22,1301.0194091796875,1317.8762379471768,1294.3703495849375,1313.896153377075,8356487
2023-03-23,1287.253173828125,1296.0560938352812,1282.9920959575372,1296.0560938352812,7607718
2023-03-24,1292.9658203125,1310.1035303720173,1290.015851943607,1299.8490036281137,7559127
2023-03-27,1300.738525390625,1307.1067069639184,1286.8316633547095,1298.2100465905298,4170193
2023-03-28,1290.1092529296875,1309.2136814452147,1288.4703946016982,1303.688364790171,6633366
2023-03-29,1295.6815185546875,1301.6282105568607,1277.8881984840543,1291.4204409159593,8813966
2023-03-31,1337.2615966796875,1339.134577725812,1305.3741629600318,1314.8326943794225,8711975
2023-04-03,1321.2476806640625,1343.863950499421,1315.9097302114565,1343.863950499421,5242764
2023-04-05,1333.14111328125,1336.8402050743448,1311.0867160098653,1311.0867160098653,7506334
2023-04-06,1331.5960693359375,1337.6832585208806,1320.7795566725333,1326.0707516737557,6948465
2023-04-10,1336.933837890625,1342.9274000570676,1325.1340802515695,1333.5156246433992,4993788
2023-04-11,1316.84619140625,1342.3186882844154,1300.7853558338913,1338.1513511220319,6942255
2023-04-12,1337.589599609375,1340.5863238692878,1311.0868693098168,1323.3081176401072,5831169
2023-04-13,1300.97265625,1321.4350666922073,1295.1664604335588,1320.2175832221326,11267238
2023-04-17,1178.385986328125,1181.0549612637722,1110.022183050785,1170.8940626812932,53171705
2023-04-18,1179.369384765625,1189.2961620139442,1173.5163186619347,1189.2961620139442,12430884
2023-04-19,1153.9434814453125,1174.6867676807594,1151.321376788005,1174.6867676807594,11307230
2023-04-20,1145.7025146484375,1159.2347568127234,1143.8295336254116,1152.5388267918681,8621249
2023-04-21,1149.4017333984375,1154.9270508901977,1142.518550242077,1150.1041013596518,8691352
2023-04-24,1148.4183349609375,1151.8833040509267,1140.6454181577467,1150.01032306873,8313774
2023-04-25,1147.107177734375,1157.033953663908,1137.8358993942925,1148.0904241185508,6808576
2023-04-26,1149.589111328125,1154.6929395023315,1143.0336769594987,1150.010486381884,5680192
2023-04-27,1167.1014404296875,1168.5530466243042,1147.5756337783162,1151.883467786171,8020704
2023-04-28,1173.1885986328125,1179.0416648802322,1165.8839262289528,1175.9512001745147,10118277
2023-05-02,1196.31982421875,1198.473798241163,1174.8742817758778,1174.8742817758778,8886401
2023-05-03,1188.5469970703125,1191.684217529937,1181.9446930064287,1185.597028992456,5549783
2023-05-04,1192.6676025390625,1194.7747063063484,1182.3193360882024,1188.3596544940103,4505401
2023-05-05,1179.1353759765625,1197.7715631137266,1174.5934191050756,1197.7715631137266,5373791
2023-05-08,1185.2225341796875,1189.6241087896717,1175.4830086350073,1182.2725657925323,5260842
2023-05-09,1189.99853515625,1191.2160186382266,1180.6336293493457,1185.597075154084,4969897
2023-05-10,1183.0216064453125,1195.3364791998104,1179.182018316231,1195.3364791998104,6515734
2023-05-11,1176.3258056640625,1194.868365048372,1173.4695779589974,1189.5771703584003,6888461
2023-05-12,1166.1180419921875,1176.2321861350786,1160.358716292899,1173.7504631972886,8292212
2023-05-15,1178.432861328125,1188.312882362726,1166.5394770641556,1170.5195619036792,5534710
2023-05-16,1184.005126953125,1193.042169908385,1182.5535207768626,1184.660624654707,5236469
2023-05-17,1167.7100830078125,1180.8677065697564,1163.5426314934318,1180.539957742662,10465667
2023-05-18,1166.8671875,1179.6503059569368,1163.5426004281203,1178.6669451842147,6948732
2023-05-19,1188.31298828125,1192.433569934166,1173.2355119382144,1176.2791064985481,11094136
2023-05-22,1210.6951904296875,1213.3172957291974,1189.577279980262,1192.105759075809,7625947
2023-05-23,1217.4847412109375,1230.6892367938574,1214.675269201052,1216.688632687303,7436031
2023-05-24,1216.173583984375,1222.1202766431975,1209.2904006921094,1213.9728538593247,4824077
2023-05-25,1221.511474609375,1223.9931975291138,1207.3704896055162,1212.287065188552,4334121
2023-05-26,1233.7794189453125,1239.3983621978339,1223.0566479654947,1223.0566479654947,5521606
2023-05-29,1230.9232177734375,1248.0609264704428,1226.6621399885078,1248.0609264704428,4419365
2023-05-30,1239.77294921875,1242.1610457663946,1226.006584333136,1231.485030999138,6274719
2023-05-31,1234.5755615234375,1246.5625722032387,1230.689102802692,1236.027053313222,17800782
2023-06-01,1235.69921875,1245.0641237803145,1234.3881091822184,1238.5555605113213,4277841
2023-06-02,1232.85205078125,1246.0442552499076,1230.0523176388706,1242.3428286933458,10909311
2023-06-05,1238.0721435546875,1242.770032905285,1231.2388288894117,1237.59760459587,5002553
2023-06-06,1213.87060546875,1222.981729923001,1208.1761382030638,1222.981729923001,10008100
2023-06-07,1223.3138427734375,1228.106732235523,1217.192337010864,1224.784959775844,5397578
2023-06-08,1217.47705078125,1226.208520218204,1215.8635490052707,1220.703822624761,5034942
2023-06-09,1201.4849853515625,1217.1922691627592,1199.6343299974485,1217.1922691627592,5339073
2023-06-12,1226.1610107421875,1229.7200524729546,1208.176032871067,1208.6505717685027,4785588
2023-06-13,1238.404296875,1239.9702986089587,1231.0015586346535,1233.7064075273615,4846587
2023-06-14,1234.1807861328125,1240.1599067207558,1227.3473565054478,1239.8277526637962,3457981
2023-06-15,1221.2734375,1228.0592515206731,1217.334741207218,1228.0592515206731,6161155
2023-06-16,1225.87646484375,1235.2248587754298,1215.8162625032485,1221.4632295382082,8536287
